dep,codgeo,libgeo,population
60,60497,Le Plessier-sur-Bulles,212.0
52,52422,Richebourg,255.0
73,73041,Betton-Bettonet,302.0
65,65334,Omex,226.0
05,05106,Prunières,306.0
07,07014,Arlebosc,342.0
04,04179,Saint-Geniez,107.0
24,24526,Savignac-Lédrier,715.0
76,76498,Le Petit-Quevilly,21782.0
44,44044,Conquereuil,1077.0
18,18290,Vouzeron,587.0
57,57132,Château-Salins,2297.0
62,62376,Gonnehem,2507.0
82,82098,Léojac,1276.0
21,21522,Renève,470.0
59,59493,Ramousies,227.0
21,21060,Belleneuve,1589.0
54,54259,Herbéviller,222.0
60,60213,Ermenonville,947.0
2B,2B025,Avapessa,81.0
63,63337,Saint-Éloy-la-Glacière,64.0
67,67167,Grendelbruch,1224.0
78,78621,Trappes,33717.0
34,34208,Popian,355.0
02,02468,Marle,2221.0
14,14332,La Hoguette,662.0
64,64209,Escout,431.0
89,89477,Villy,108.0
76,76024,Ardouval,155.0
52,52415,Rançonnières,123.0
39,39548,Vaux-sur-Poligny,77.0
27,27315,Harquency,272.0
14,14755,Villerville,591.0
60,60120,Cambronne-lès-Clermont,1211.0
26,26086,Châtillon-en-Diois,650.0
91,91121,Buno-Bonnevaux,493.0
67,67063,Breitenbach,663.0
34,34164,Montaud,1033.0
45,45198,Marsainvilliers,306.0
29,29190,Plougonvelin,4410.0
09,09147,Labatut,177.0
37,37052,Chançay,1127.0
23,23032,Boussac-Bourg,687.0
88,88044,Bazoilles-sur-Meuse,605.0
21,21090,Boudreville,61.0
11,11378,Serviès-en-Val,193.0
64,64440,Ozenx-Montestrucq,383.0
17,17425,Semussac,2479.0
80,80627,Plachy-Buyon,846.0
26,26222,Orcinas,38.0
02,02268,Domptin,625.0
42,42027,Bully,415.0
02,02230,Couvrelles,180.0
58,58181,Moraches,135.0
32,32393,Saint-Maur,136.0
37,37178,Panzoult,613.0
10,10216,Mailly-le-Camp,2021.0
54,54504,Serrouville,666.0
61,61105,Chemilli,176.0
62,62015,Airon-Notre-Dame,252.0
68,68100,Fulleren,338.0
60,60617,Sermaize,274.0
59,59346,Lezennes,3019.0
42,42289,Saint-Symphorien-de-Lay,1949.0
62,62424,Hendecourt-lès-Cagnicourt,307.0
07,07273,Saint-Maurice-d'Ibie,214.0
71,71339,Ozolles,377.0
77,77109,Chenoise,1654.0
21,21326,Jours-lès-Baigneux,81.0
23,23106,Lépaud,367.0
36,36231,Velles,974.0
17,17338,Saint-Georges-du-Bois,1838.0
57,57236,Frémery,88.0
36,36212,Saulnay,161.0
88,88512,Viménil,241.0
34,34310,Thézan-lès-Béziers,3062.0
54,54079,Blénod-lès-Pont-à-Mousson,4645.0
48,48169,Saint-Léger-du-Malzieu,209.0
73,73273,Saint-Pierre-de-Curtille,491.0
67,67441,Schalkendorf,338.0
09,09041,La Bastide-du-Salat,202.0
63,63272,Pérignat-lès-Sarliève,2801.0
88,88378,Regney,100.0
88,88015,Attignéville,200.0
41,41014,Beauchêne,157.0
55,55260,Julvécourt,56.0
03,03062,Charroux,342.0
11,11233,Mirepeisset,749.0
88,88136,Dogneville,1503.0
83,83112,Saint-Cyr-sur-Mer,12103.0
65,65037,Artiguemy,86.0
13,13027,Châteaurenard,16669.0
16,16384,Touvérac,560.0
60,60175,Creil,36106.0
09,09297,Sor,27.0
34,34337,Villeneuve-lès-Maguelone,10405.0
14,14147,Cernay,138.0
68,68259,Raedersdorf,492.0
61,61202,Hauterive,462.0
60,60655,Varesnes,363.0
09,09003,L' Aiguillon,379.0
47,47077,Cuzorn,849.0
25,25514,Saint-Antoine,320.0
89,89190,Givry,177.0
82,82008,Auvillar,910.0
24,24336,Prats-de-Carlux,491.0
50,50064,La Bonneville,180.0
18,18136,Marçais,305.0
47,47064,Cazideroque,242.0
34,34319,Vailhan,145.0
23,23212,Saint-Marc-à-Loubaud,126.0
21,21302,Gomméville,118.0
81,81032,Blan,1112.0
57,57739,Waldweistroff,515.0
06,06005,Ascros,178.0
81,81288,Sorèze,2963.0
10,10382,Traînel,1024.0
84,84046,Flassan,463.0
07,07036,Bogy,455.0
30,30019,Aubais,2958.0
54,54332,Maidières,1512.0
16,16082,Charmant,661.0
54,54113,Champenoux,1561.0
50,50370,Néhou,609.0
86,86054,Champniers,352.0
80,80139,Breuil,44.0
23,23089,Genouillac,727.0
77,77061,Cannes-Écluse,2659.0
72,72386,Yvré-l'Évêque,4192.0
44,44086,Lusanger,1055.0
41,41148,Montlivault,1294.0
08,08062,Bertoncourt,126.0
24,24434,Saint-Just,147.0
76,76205,Crosville-sur-Scie,240.0
40,40091,Duhort-Bachen,664.0
77,77270,Maisoncelles-en-Brie,958.0
62,62416,Hautecloque,217.0
24,24458,Saint-Martin-le-Pin,268.0
66,66159,Réal,69.0
17,17263,Nieul-le-Virouil,583.0
57,57314,Héming,495.0
24,24097,Champagne-et-Fontaine,347.0
81,81243,Saint-Beauzile,130.0
24,24474,Saint-Pancrace,154.0
77,77071,Chaintreaux,831.0
22,22289,Saint-Fiacre,213.0
72,72098,Coulongé,510.0
33,33441,Saint-Martin-Lacaussade,1166.0
59,59470,Prémesques,2060.0
64,64318,Larreule,189.0
51,51265,Gaye,598.0
63,63446,Vensat,530.0
67,67548,Wiwersheim,872.0
91,91463,Oncy-sur-École,1031.0
54,54336,Maizières,903.0
51,51609,Verneuil,842.0
61,61020,Avoine,216.0
73,73146,Lescheraines,788.0
73,73079,Châteauneuf,942.0
71,71407,Saint-Didier-sur-Arroux,214.0
34,34151,Marsillargues,6587.0
89,89385,Sennevoy-le-Bas,75.0
51,51622,Ville-Dommange,404.0
31,31143,Cier-de-Rivière,270.0
2B,2B045,Bustanico,66.0
34,34332,Vias,5882.0
2A,2A032,Bastelicaccia,4251.0
57,57342,Ibigny,92.0
42,42050,La Chapelle-en-Lafaye,138.0
49,49180,Longué-Jumelles,6671.0
52,52194,Eurville-Bienville,2029.0
42,42124,Lupé,302.0
61,61402,Saint-Hilaire-de-Briouze,305.0
29,29141,Loqueffret,340.0
09,09226,Pech,37.0
35,35104,Epiniac,1417.0
69,69096,Grigny,9851.0
77,77218,Grisy-sur-Seine,107.0
33,33462,Saint-Philippe-du-Seignal,501.0
49,49135,Feneu,2202.0
01,01047,Blyes,1292.0
79,79354,Vouhé,355.0
11,11383,Souilhe,329.0
26,26093,Clansayes,523.0
39,39031,Auxange,200.0
57,57466,Metzing,670.0
16,16097,Cherves-Richemont,2285.0
19,19227,Saint-Mexant,1319.0
79,79357,Xaintray,237.0
67,67217,Ichtratzheim,383.0
54,54560,Veney,53.0
76,76305,Gonfreville-l'Orcher,8961.0
68,68179,Lauw,906.0
36,36054,Cléré-du-Bois,232.0
04,04035,Brunet,287.0
51,51557,Soulanges,461.0
80,80300,Falvy,160.0
45,45108,Coullons,2274.0
46,46089,Duravel,942.0
25,25052,Belmont,70.0
78,78208,Élancourt,26082.0
54,54180,Erbéviller-sur-Amezule,69.0
59,59301,Hergnies,4463.0
31,31578,Vigoulet-Auzil,1003.0
2B,2B126,Giuncaggio,72.0
26,26370,Vercoiran,137.0
80,80233,Dancourt-Popincourt,153.0
62,62326,Favreuil,248.0
47,47129,Lagarrigue,276.0
70,70554,Villars-le-Pautel,185.0
92,92046,Malakoff,30292.0
55,55563,Villers-lès-Mangiennes,74.0
24,24101,Champs-Romain,283.0
74,74249,Saint-Paul-en-Chablais,2560.0
62,62610,Neuville-sous-Montreuil,649.0
39,39539,Vadans,304.0
79,79278,Saint-Martin-du-Fouilloux,247.0
17,17199,Jussas,155.0
34,34334,Vieussan,269.0
73,73193,Ontex,99.0
23,23129,La Mazière-aux-Bons-Hommes,60.0
64,64518,Sendets,1148.0
52,52158,Cusey,282.0
21,21594,Savoisy,194.0
88,88222,Gugnécourt,234.0
64,64416,Navarrenx,1050.0
82,82159,Saint-Cirq,563.0
59,59531,Saint-Benin,339.0
08,08048,Barby,397.0
19,19200,Saint-Étienne-la-Geneste,88.0
58,58268,Saint-Seine,189.0
14,14289,Fresné-la-Mère,578.0
16,16216,Mérignac,822.0
21,21237,Échalot,94.0
60,60172,Coye-la-Forêt,3950.0
51,51343,Marcilly-sur-Seine,620.0
16,16256,Passirac,247.0
61,61307,Neuville-sur-Touques,232.0
62,62006,Achiet-le-Petit,310.0
60,60365,Lihus,425.0
51,51657,Vrigny,246.0
33,33262,Macau,4527.0
59,59663,Wormhout,5705.0
57,57012,Algrange,6087.0
55,55104,Chassey-Beaupré,79.0
60,60299,Hardivillers,539.0
52,52014,Aprey,191.0
62,62832,Tubersent,577.0
63,63349,Saint-Georges-de-Mons,1959.0
26,26025,Barnave,213.0
27,27266,Franqueville,308.0
45,45228,Nibelle,1182.0
17,17222,Marsilly,3194.0
88,88135,Docelles,864.0
72,72076,Chenay,256.0
80,80325,Fontaine-lès-Cappy,54.0
08,08284,Les Mazures,867.0
76,76577,Sainte-Foy,625.0
78,78317,Jambville,777.0
70,70302,Lieucourt,75.0
62,62068,Ayette,326.0
59,59585,Templemars,3635.0
07,07146,Lyas,593.0
59,59135,Cassel,2227.0
51,51506,Saint-Memmie,5434.0
59,59400,Merville,9652.0
65,65139,Cazarilh,53.0
80,80159,Cachy,275.0
65,65463,Viella,84.0
39,39295,Loisia,153.0
18,18153,Morlac,293.0
67,67394,Retschwiller,275.0
58,58212,Poiseux,328.0
35,35181,Le Minihic-sur-Rance,1489.0
65,65340,Orleix,1944.0
76,76637,Saint-Pierre-en-Port,830.0
85,85239,Saint-Maixent-sur-Vie,1161.0
42,42256,Saint-Marcellin-en-Forez,5060.0
11,11033,Belpech,1342.0
72,72238,Pizieux,73.0
27,27397,Ménilles,1738.0
54,54308,Leintrey,147.0
07,07217,Saint-Barthélemy-le-Plain,850.0
55,55010,Ancerville,2599.0
62,62887,Widehem,247.0
80,80444,Huchenneville,674.0
32,32159,L' Isle-de-Noé,556.0
36,36144,Nuret-le-Ferron,292.0
16,16217,Merpins,1086.0
71,71373,Romenay,1731.0
51,51003,Aigny,283.0
16,16406,Vilhonneur,793.0
80,80155,Bussus-Bussuel,302.0
26,26271,La Roche-de-Glun,3478.0
55,55405,Pillon,250.0
09,09232,Prades,38.0
71,71240,Jalogny,395.0
55,55581,Willeroncourt,105.0
40,40096,Estigarde,100.0
76,76464,La Neuville-Chant-d'Oisel,2377.0
76,76578,Sainte-Geneviève,264.0
63,63067,La Cellette,164.0
50,50633,Le Vicel,117.0
60,60539,Rieux,1548.0
70,70190,Cubry-lès-Faverney,184.0
89,89270,Mouffy,130.0
10,10201,La Loge-Pomblin,64.0
53,53148,Mée,233.0
54,54118,Charency-Vezin,607.0
70,70477,Saulnot,773.0
45,45126,Donnery,2843.0
61,61188,La Genevraie,90.0
17,17184,La Gripperie-Saint-Symphorien,584.0
21,21557,Saint-Marc-sur-Seine,109.0
79,79241,Saint-Christophe-sur-Roc,575.0
11,11107,Courtauly,79.0
32,32029,Barran,653.0
81,81054,Cambounet-sur-le-Sor,971.0
33,33280,Mazion,553.0
01,01136,Cruzilles-lès-Mépillat,943.0
62,62149,Boisdinghem,250.0
60,60233,Feuquières,1355.0
81,81164,Mézens,524.0
55,55132,Cousances-les-Forges,1667.0
01,01371,Saint-Marcel,1261.0
77,77011,Aufferville,483.0
33,33398,Saint-Exupéry,170.0
64,64186,Charre,221.0
62,62503,Leubringhen,296.0
39,39056,Bletterans,1527.0
92,92004,Asnières-sur-Seine,89662.0
31,31232,Grenade,8961.0
64,64379,Mendive,153.0
21,21635,Thoste,101.0
66,66093,Laroque-des-Albères,2219.0
10,10189,Lassicourt,56.0
38,38466,Saint-Vincent-de-Mercuze,1508.0
81,81247,Saint-Cirgue,213.0
32,32366,Saint-Brès,72.0
07,07077,Darbres,265.0
71,71250,Laizé,1115.0
64,64551,Verdets,298.0
11,11035,Belvianes-et-Cavirac,249.0
58,58272,Sardy-lès-Épiry,111.0
50,50060,La Bloutière,437.0
08,08473,Vieux-lès-Asfeld,302.0
95,95426,Montlignon,2894.0
18,18282,Villabon,569.0
68,68348,Vieux-Thann,2855.0
83,83133,Tanneron,1697.0
54,54585,Virecourt,497.0
10,10012,Arsonval,295.0
84,84065,Lauris,3896.0
83,83051,Entrecasteaux,1127.0
71,71589,Vitry-sur-Loire,418.0
68,68277,Riquewihr,1032.0
51,51545,Sommesous,478.0
08,08317,La Neuville-à-Maire,107.0
62,62871,Wambercourt,260.0
34,34212,Poujols,181.0
05,05152,Saint-Maurice-en-Valgodemard,121.0
67,67062,Breitenau,335.0
17,17241,Montguyon,1567.0
59,59243,Fontaine-au-Pire,1213.0
08,08389,Saint-Marcel,318.0
39,39487,Saint-Laurent-en-Grandvaux,1820.0
74,74121,Excenevex,1279.0
33,33172,Fours,271.0
16,16326,Saint-Groux,132.0
50,50150,Crasville,224.0
89,89242,Maligny,788.0
72,72087,Conflans-sur-Anille,466.0
80,80017,Allaines,424.0
77,77198,Fromont,236.0
04,04233,Vaumeilh,267.0
32,32390,Saint-Martin-d'Armagnac,234.0
74,74142,Héry-sur-Alby,967.0
91,91109,Brières-les-Scellés,1250.0
60,60515,Pronleroy,371.0
55,55292,Liny-devant-Dun,189.0
62,62049,Auchy-au-Bois,540.0
38,38298,Le Péage-de-Roussillon,6508.0
76,76241,Ermenouville,139.0
30,30232,Saint-André-d'Olérargues,441.0
65,65080,Bénac,538.0
24,24025,Bars,240.0
72,72011,Assé-le-Boisne,900.0
09,09093,Celles,147.0
25,25193,Damprichard,1829.0
54,54277,Jeandelize,370.0
04,04167,La Robine-sur-Galabre,282.0
57,57454,Mécleuves,1206.0
41,41180,Pontlevoy,1515.0
68,68042,Blotzheim,4947.0
63,63257,Olby,859.0
14,14272,La Folie,103.0
02,02497,Mons-en-Laonnois,1149.0
42,42335,Viricelles,447.0
04,04018,Banon,1065.0
38,38418,Sainte-Marie-du-Mont,235.0
03,03266,Sanssat,277.0
51,51573,Tinqueux,10552.0
41,41254,Le Temple,178.0
63,63329,Sainte-Christine,125.0
66,66065,Elne,9428.0
58,58057,Chantenay-Saint-Imbert,1106.0
82,82146,Puygaillard-de-Lomagne,57.0
36,36002,Aize,114.0
60,60564,Sains-Morainvillers,285.0
72,72114,Dehault,258.0
32,32291,Mormès,112.0
45,45045,Bouilly-en-Gâtinais,308.0
51,51522,Sapignicourt,409.0
80,80031,Arvillers,769.0
17,17016,Archiac,771.0
80,80271,Épehy,1116.0
68,68256,Pfastatt,10237.0
95,95462,Omerville,324.0
62,62663,Pommera,309.0
89,89239,Malay-le-Grand,1578.0
60,60098,Bouvresse,164.0
81,81202,Parisot,985.0
03,03013,Avermes,4060.0
57,57191,Elzange,683.0
55,55523,Vacherauville,190.0
49,49267,Saint-Barthélemy-d'Anjou,9460.0
15,15043,Charmensac,77.0
56,56112,Lizio,775.0
50,50648,Yvetot-Bocage,1186.0
19,19243,Saint-Sornin-Lavolps,846.0
59,59625,Villers-Plouich,389.0
54,54241,Gugney,72.0
2A,2A181,Ocana,630.0
57,57121,Burtoncourt,225.0
67,67389,Reichstett,4376.0
47,47286,Sauméjan,93.0
30,30087,Colognac,214.0
10,10247,Montfey,116.0
38,38563,Voiron,20891.0
33,33494,Salaunes,1227.0
76,76743,Villers-Écalles,1734.0
59,59250,Fournes-en-Weppes,2190.0
08,08182,Le Fréty,59.0
67,67495,Truchtersheim,4389.0
55,55493,Sommeilles,181.0
27,27689,Villegats,343.0
25,25263,Gellin,263.0
47,47249,Saint-Laurent,487.0
57,57252,Gomelange,467.0
60,60123,Campremy,484.0
87,87053,Cromac,243.0
81,81236,Saint-Agnan,285.0
06,06080,Marie,105.0
62,62473,Isbergues,8649.0
79,79084,Chenay,451.0
27,27437,Nojeon-en-Vexin,342.0
2B,2B034,Belgodère,707.0
63,63378,Saint-Maurice,976.0
30,30332,Trèves,110.0
41,41096,Le Gault-Perche,327.0
67,67551,Wolfisheim,4165.0
57,57645,Semécourt,1022.0
57,57675,Torcheville,118.0
58,58237,Saint-Didier,29.0
67,67131,Eschau,5746.0
21,21507,Premières,
76,76028,Aubéguimont,182.0
55,55158,Dommary-Baroncourt,738.0
33,33193,Grayan-et-l'Hôpital,1542.0
25,25120,Chantrans,390.0
73,73085,Chindrieux,1445.0
19,19236,Saint-Priest-de-Gimel,477.0
67,67049,Blaesheim,1356.0
63,63426,Tauves,715.0
84,84093,Puget,864.0
33,33384,Saint-Christophe-des-Bardes,396.0
09,09110,Encourtiech,95.0
73,73122,Gerbaix,428.0
59,59142,Cerfontaine,688.0
34,34053,Carlencas-et-Levas,120.0
55,55229,Han-sur-Meuse,267.0
76,76289,Fréville,1732.0
83,83097,Pourrières,5474.0
95,95652,Viarmes,5386.0
10,10199,Loches-sur-Ource,346.0
27,27193,Croth,1378.0
80,80642,Prouville,320.0
15,15015,Auzers,163.0
43,43141,Montfaucon-en-Velay,1143.0
80,80776,Varennes,220.0
18,18176,Parassy,409.0
27,27394,Martot,460.0
02,02717,Séry-lès-Mézières,601.0
63,63416,Savennes,94.0
02,02342,Gergny,131.0
33,33465,Saint-Pierre-de-Mons,1236.0
63,63287,Les Pradeaux,352.0
2B,2B150,Lumio,1214.0
67,67129,Ernolsheim-lès-Saverne,601.0
88,88145,Domfaing,212.0
05,05025,Buissard,202.0
21,21531,Rouvray,497.0
25,25224,Étouvans,828.0
24,24542,Soulaures,72.0
85,85238,Saint-Laurent-sur-Sèvre,3664.0
12,12055,La Capelle-Bonance,87.0
19,19174,La Roche-Canillac,126.0
07,07255,Saint-Julien-en-Saint-Alban,1440.0
21,21056,Beire-le-Châtel,896.0
62,62057,Audruicq,5388.0
74,74312,Vougy,1579.0
65,65368,Pouy,41.0
45,45231,Oison,125.0
09,09004,Albiès,121.0
38,38040,Besse,151.0
62,62904,Zouafques,591.0
77,77036,Boisdon,134.0
25,25533,Saraz,18.0
82,82137,Parisot,554.0
27,27256,La Forêt-du-Parc,632.0
73,73191,Novalaise,2205.0
62,62872,Wamin,232.0
80,80580,Nampont,260.0
66,66008,Argelès-sur-Mer,10792.0
54,54381,Montreux,53.0
80,80387,Grattepanche,321.0
46,46157,Larroque-Toirac,132.0
25,25500,Ronchaux,91.0
37,37080,Civray-sur-Esves,205.0
59,59586,Templeuve,6705.0
90,90101,Vellescot,244.0
16,16230,Montmoreau-Saint-Cybard,2468.0
14,14552,Ryes,494.0
29,29087,Le Juch,742.0
76,76540,Rouen,114083.0
80,80192,Chipilly,167.0
68,68241,Oberentzen,698.0
48,48070,Grandrieu,748.0
17,17125,Courcelles,451.0
16,16046,Blanzac-Porcheresse,985.0
60,60400,Le Mesnil-sur-Bulles,267.0
14,14032,Les Authieux-sur-Calonne,276.0
40,40058,Cachen,228.0
62,62423,Helfaut,1732.0
62,62166,Bours,600.0
21,21706,Villotte-sur-Ource,109.0
21,21625,Ternant,83.0
71,71118,Châtenoy-le-Royal,6145.0
47,47221,Réaup-Lisse,598.0
53,53230,Saint-Julien-du-Terroux,246.0
25,25171,Courcelles,107.0
05,05010,Aspres-sur-Buëch,806.0
62,62400,Haillicourt,4884.0
77,77134,Courchamp,150.0
67,67484,Stundwiller,497.0
54,54269,Hudiviller,331.0
31,31347,Molas,165.0
24,24480,Saint-Paul-de-Serre,323.0
77,77215,Gretz-Armainvilliers,8556.0
88,88437,Saint-Vallier,99.0
77,77269,Maincy,1833.0
39,39140,Chêne-Sec,39.0
50,50562,Saint-Vaast-la-Hougue,1684.0
67,67027,Belmont,173.0
56,56198,Rohan,1573.0
51,51515,Saint-Remy-sur-Bussy,334.0
57,57658,Soucht,1034.0
59,59441,Obies,649.0
67,67132,Eschbach,960.0
39,39016,Arinthod,1131.0
81,81037,Brassac,1294.0
02,02280,Épieds,410.0
72,72093,Cormes,892.0
06,06155,Vallauris,28025.0
18,18241,Sancerre,1329.0
02,02316,Fleury,125.0
88,88194,Gemmelaincourt,131.0
32,32270,Mongausy,89.0
16,16072,Chadurie,512.0
69,69140,Morancé,2176.0
80,80505,Mametz,280.0
17,17026,Authon-Ébéon,392.0
16,16317,Saint-Fraigne,432.0
43,43167,Saint-Arcons-d'Allier,194.0
60,60406,Monceaux,909.0
27,27164,Combon,820.0
67,67151,Gambsheim,5213.0
60,60410,Mondescourt,248.0
38,38341,Rochetoirin,1098.0
07,07272,Saint-Maurice-d'Ardèche,353.0
24,24531,Sergeac,213.0
78,78231,Favrieux,159.0
15,15067,Le Fau,29.0
29,29010,Bodilis,1677.0
70,70308,La Longine,205.0
81,81214,Puéchoursi,104.0
76,76141,Bréauté,1365.0
03,03305,Verneix,581.0
02,02529,Mortiers,182.0
76,76343,Haucourt,189.0
2B,2B342,Ventiseri,2556.0
22,22052,Duault,382.0
16,16392,Valence,187.0
70,70006,Aillevillers-et-Lyaumont,1479.0
59,59057,Beaudignies,568.0
10,10444,Vulaines,225.0
31,31432,Portet-de-Luchon,39.0
88,88324,La Neuveville-sous-Châtenois,372.0
02,02574,Origny-en-Thiérache,1382.0
36,36023,Bouges-le-Château,261.0
76,76561,Saint-Aubin-lès-Elbeuf,8428.0
88,88301,Ménil-sur-Belvitte,291.0
04,04209,Sisteron,7699.0
38,38336,Reventin-Vaugris,2028.0
81,81111,Labarthe-Bleys,75.0
70,70582,Vy-lès-Rupt,75.0
65,65295,Luz-Saint-Sauveur,921.0
03,03174,Molles,925.0
48,48068,Gabrias,161.0
77,77016,Bagneaux-sur-Loing,1595.0
07,07045,Burzet,528.0
06,06039,Châteauneuf-Villevieille,971.0
86,86256,Savigny-Lévescault,1223.0
59,59665,Wylder,301.0
50,50214,Gouvets,286.0
67,67529,Weyersheim,3473.0
50,50269,Liesville-sur-Douve,211.0
76,76411,Marques,234.0
49,49347,Tiercé,4487.0
05,05145,Saint-Jean-Saint-Nicolas,1075.0
65,65172,Estensan,42.0
02,02307,La Ferté-Milon,2047.0
54,54470,Saint-Baussant,70.0
32,32396,Saint-Mézard,242.0
60,60414,Montataire,13701.0
76,76247,Esteville,517.0
52,52403,Praslay,82.0
09,09227,Péreille,190.0
45,45075,La Chapelle-Saint-Mesmin,10218.0
60,60556,Royaucourt,206.0
19,19055,Chirac-Bellevue,282.0
80,80836,Yonval,233.0
67,67130,Erstein,10887.0
55,55474,Sauvigny,224.0
11,11254,Montréal,2048.0
55,55507,Thillot,210.0
81,81316,Vieux,228.0
22,22041,Coatascorn,255.0
88,88294,Mazeley,263.0
64,64005,Abos,529.0
71,71530,Sully,489.0
88,88241,Houécourt,428.0
65,65182,Gaillagos,133.0
09,09123,Fornex,110.0
43,43009,Arlet,23.0
70,70160,Coisevaux,311.0
24,24230,Larzac,150.0
86,86241,Saint-Rémy-sur-Creuse,432.0
50,50613,Valcanville,393.0
39,39449,Rainans,260.0
25,25278,Gonsans,564.0
85,85104,Grues,900.0
26,26291,Saint-Andéol,84.0
08,08313,Nanteuil-sur-Aisne,148.0
80,80805,Villers-Tournelle,156.0
39,39003,Abergement-le-Petit,50.0
2B,2B267,Saliceto,45.0
46,46144,Lacave,257.0
88,88501,Le Vermont,73.0
35,35106,Ercé-en-Lamée,1550.0
47,47091,Estillac,2324.0
45,45107,Coudroy,307.0
40,40041,Beyries,125.0
31,31469,Saint-Araille,126.0
05,05172,Trescléoux,304.0
27,27501,Rouvray,259.0
95,95510,Puiseux-Pontoise,583.0
22,22213,Plouër-sur-Rance,3469.0
08,08021,Arnicourt,152.0
31,31568,Varennes,261.0
07,07313,Serrières,1096.0
54,54110,Cerville,550.0
79,79179,Moncoutant,5085.0
65,65044,Aubarède,289.0
51,51027,Auve,306.0
24,24269,Mialet,633.0
61,61230,Longny-au-Perche,2878.0
51,51619,Le Vieil-Dampierre,110.0
95,95594,Seugy,1045.0
73,73150,Mâcot-la-Plagne,3814.0
51,51321,Lhéry,86.0
73,73092,Corbel,155.0
18,18041,La Celette,201.0
88,88517,Viviers-le-Gras,189.0
69,69070,Cublize,1327.0
68,68290,Rustenhart,927.0
28,28129,Denonville,767.0
28,28240,Meaucé,499.0
62,62750,Saint-Hilaire-Cottes,817.0
54,54539,Vacqueville,226.0
66,66006,Ansignan,167.0
13,13209,Marseille 9e  Arrondissement,77106.0
57,57760,Zetting,849.0
60,60081,Bonlier,472.0
18,18139,Marseilles-lès-Aubigny,649.0
08,08154,Estrebay,83.0
19,19052,Chavanac,49.0
08,08176,Fossé,58.0
37,37061,Charnizay,479.0
16,16329,Saint-Laurent-de-Céris,745.0
27,27187,Criquebeuf-la-Campagne,344.0
77,77381,Quiers,656.0
33,33073,Braud-et-Saint-Louis,1510.0
62,62734,Sailly-en-Ostrevent,672.0
09,09197,Montaillou,17.0
87,87153,Saint-Julien-le-Petit,294.0
70,70539,Vellexon-Queutrey-et-Vaudey,464.0
72,72037,Blèves,126.0
63,63394,Saint-Romain,200.0
10,10092,Chauffour-lès-Bailly,129.0
18,18072,Cornusse,240.0
60,60290,Guignecourt,386.0
65,65464,Vielle-Adour,494.0
38,38439,Saint-Pierre-d'Allevard,3389.0
38,38458,Saint-Sorlin-de-Morestel,603.0
41,41204,Saint-Claude-de-Diray,1780.0
87,87130,Roziers-Saint-Georges,165.0
64,64140,Boucau,8809.0
21,21191,Corcelles-lès-Cîteaux,829.0
17,17095,Chatenet,212.0
35,35128,Guipel,1732.0
38,38191,Huez,1281.0
35,35212,Pancé,1184.0
10,10310,Puits-et-Nuisement,206.0
51,51530,Sept-Saulx,686.0
05,05061,Gap,40500.0
78,78681,Villiers-le-Mahieu,856.0
77,77460,Tancrou,334.0
02,02673,Saint-Christophe-à-Berry,442.0
62,62857,Villers-Châtel,128.0
12,12214,Saint-Chély-d'Aubrac,518.0
46,46017,Bannes,146.0
59,59319,Hoymille,3173.0
71,71362,Pruzilly,338.0
21,21679,Vieilmoulin,139.0
76,76234,Émanville,768.0
39,39489,Saint-Lothain,455.0
65,65371,Préchac,240.0
46,46241,Rouffilhac,189.0
76,76284,Fresnay-le-Long,335.0
03,03280,Terjat,181.0
52,52082,Bugnières,155.0
52,52179,Doulevant-le-Petit,17.0
72,72178,Maisoncelles,194.0
39,39026,Augerans,184.0
47,47135,Laparade,392.0
63,63267,Palladuc,522.0
80,80573,Morvillers-Saint-Saturnin,382.0
23,23096,Guéret,12840.0
70,70204,Denèvre,149.0
05,05019,La Beaume,150.0
86,86163,Montamisé,3698.0
40,40315,Téthieu,768.0
80,80011,Ailly-sur-Somme,2944.0
44,44206,Touvois,1913.0
31,31424,Plaisance-du-Touch,19944.0
88,88357,Poussay,667.0
67,67428,Saint-Nabor,505.0
38,38068,Champagnier,1406.0
39,39345,Monnières,391.0
28,28385,Le Thieulin,438.0
46,46239,Le Roc,208.0
42,42048,Chandon,1458.0
24,24567,Vaunac,245.0
32,32296,Nogaro,2161.0
47,47092,Fals,404.0
72,72191,Mayet,3164.0
12,12027,Bessuéjouls,216.0
70,70305,Loeuilley,99.0
62,62171,Boyaval,129.0
02,02693,Saint-Rémy-Blanzy,224.0
71,71006,Amanzé,191.0
45,45207,Mignerette,373.0
95,95166,Cléry-en-Vexin,459.0
74,74239,Saint-Jean-de-Sixt,1486.0
27,27109,Bray,397.0
47,47122,Labretonie,175.0
52,52123,Chevillon,1312.0
71,71027,Beaurepaire-en-Bresse,730.0
14,14644,Saint-Philbert-des-Champs,660.0
60,60031,Autheuil-en-Valois,262.0
34,34168,Montesquieu,75.0
85,85289,La Tardière,2168.0
02,02568,Oigny-en-Valois,168.0
60,60490,Pierrefitte-en-Beauvaisis,366.0
27,27258,Fort-Moville,518.0
80,80812,Vraignes-en-Vermandois,134.0
13,13211,Marseille 11e  Arrondissement,57924.0
68,68157,Jebsheim,1348.0
48,48088,La Malène,133.0
47,47294,Savignac-de-Duras,216.0
16,16282,La Rochette,530.0
69,69138,Montromant,446.0
64,64420,Ogenne-Camptort,244.0
83,83047,La Crau,19179.0
